target,prediction,target_phonemes,prediction_phonemes,is_homophone,exact_match,comment,bucket,bucket_reason
PROBABLY IN THE WORLD,PROBABLY IN THE WORLD,P R AA B AH B L IY | IH N | DH AH | W ER L D,P R AA B AH B L IY | IH N | DH AH | W ER L D,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
I'M REALLY LOOKING FORWARD TO THIS,I'M REALLY LOOKING FORWARD TO THIS,AY M | R IH L IY | L UH K IH NG | F AO R W ER D | T UW | DH IH S,AY M | R IH L IY | L UH K IH NG | F AO R W ER D | T UW | DH IH S,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
AND IT'S EVEN RARER TO FIND ONE THAT HASN'T BEEN DUG INTO BY ANTIQUARIANS,AND IT'S EVEN RARER TO FIND ONE THAT HASN'T BEEN DUG INTO BY ANTIQUARIANS,AH N D | IH T S | IY V IH N | R EH R ER | T UW | F AY N D | W AH N | DH AE T | HH AE Z AH N T | B IH N | D AH G | IH N T UW | B AY | ?,AH N D | IH T S | IY V IH N | R EH R ER | T UW | F AY N D | W AH N | DH AE T | HH AE Z AH N T | B IH N | D AH G | IH N T UW | B AY | ?,True,True,,homophone_substitution,phoneme overlap 14/14=1.00 (high)
WHAT WE'VE GOT HERE IS AN OPPORTUNITY TO UNDERSTAND ONE OF THESE MONUMENTS IN A MODERN,WHAT WE'VE GOT HERE IS AN OPPORTUNITY TO UNDERSTAND ONE OF THESE MONUMENTS IN A MODERN,W AH T | W IY V | G AA T | HH IY R | IH Z | AE N | AA P ER T UW N AH T IY | T UW | AH N D ER S T AE N D | W AH N | AH V | DH IY Z | M AA N Y AH M AH N T S | IH N | AH | M AA D ER N,W AH T | W IY V | G AA T | HH IY R | IH Z | AE N | AA P ER T UW N AH T IY | T UW | AH N D ER S T AE N D | W AH N | AH V | DH IY Z | M AA N Y AH M AH N T S | IH N | AH | M AA D ER N,True,True,,homophone_substitution,phoneme overlap 16/16=1.00 (high)
AND PEOPLE LIVING,AND PEOPLE LIVING,AH N D | P IY P AH L | L IH V IH NG,AH N D | P IY P AH L | L IH V IH NG,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
IT'S ABOUT THE DEAD,IT'S ABOUT THE DEAD,IH T S | AH B AW T | DH AH | D EH D,IH T S | AH B AW T | DH AH | D EH D,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
A PURIFICATION CEREMONY,A PURIFICATION CEREMONY,AH | P Y UH R AH F AH K EY SH AH N | S EH R AH M OW N IY,AH | P Y UH R AH F AH K EY SH AH N | S EH R AH M OW N IY,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
IT'S ALMOST AN OLD PERSON,IT'S ALMOST AN OLD PERSON,IH T S | AO L M OW S T | AE N | OW L D | P ER S AH N,IH T S | AO L M OW S T | AE N | OW L D | P ER S AH N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
AND THIS MIGHT BE,AND THIS MIGHT BE,AH N D | DH IH S | M AY T | B IY,AH N D | DH IH S | M AY T | B IY,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
EVERY SINGLE PERSON,EVERY SINGLE PERSON,EH V ER IY | S IH NG G AH L | P ER S AH N,EH V ER IY | S IH NG G AH L | P ER S AH N,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
THAT'S THE BEST KIND OF TEACHING,THAT'S THE BEST KIND OF TEACHING,DH AE T S | DH AH | B EH S T | K AY N D | AH V | T IY CH IH NG,DH AE T S | DH AH | B EH S T | K AY N D | AH V | T IY CH IH NG,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
I HAD A GREAT TIME,I HAD A GREAT TIME,AY | HH AE D | AH | G R EY T | T AY M,AY | HH AE D | AH | G R EY T | T AY M,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THAT'S WHAT CHILD SUPPORT SERVICES DOES,THAT'S WHAT CHILD SUPPORT SERVICES DOES,DH AE T S | W AH T | CH AY L D | S AH P AO R T | S ER V AH S AH Z | D AH Z,DH AE T S | W AH T | CH AY L D | S AH P AO R T | S ER V AH S AH Z | D AH Z,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
NICOLA IS DEFINITELY THE LOVE OF MY LIFE,NICOLE IS DEFINITELY THE LOVE OF MY LIFE,N IH K OW L AH | IH Z | D EH F AH N AH T L IY | DH AH | L AH V | AH V | M AY | L AY F,N IH K OW L | IH Z | D EH F AH N AH T L IY | DH AH | L AH V | AH V | M AY | L AY F,False,False,,homophone_substitution,phoneme overlap 7/8=0.88 (high)
SHE'S MY JULIET,SHE'S MY JULIET,SH IY Z | M AY | JH UW L IY EH T,SH IY Z | M AY | JH UW L IY EH T,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
THE ROCHELLE TO MY MARVIN,THE ROSEHELLE TO MY MERVYN,DH AH | R OW SH EH L | T UW | M AY | M AA R V IH N,DH AH | ? | T UW | M AY | M ER V IH N,True,False,,non_word_spelling,prediction has CMU OOV; phoneme-word counts equal (5)
I GUESS I'M AFRAID,I GUESS I'M AFRAID,AY | G EH S | AY M | AH F R EY D,AY | G EH S | AY M | AH F R EY D,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
I LIKE SPENDING TIME WITH HIM,I LIKE SPENDING TIME WITH HIM,AY | L AY K | S P EH N D IH NG | T AY M | W IH DH | HH IH M,AY | L AY K | S P EH N D IH NG | T AY M | W IH DH | HH IH M,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
AND IT IS A SERVICE,AND IT IS A SERVICE,AH N D | IH T | IH Z | AH | S ER V AH S,AH N D | IH T | IH Z | AH | S ER V AH S,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
SHE'S GOT THE BEST TOP LINE IN THE BUSINESS,SHE'S GOT THE BEST TOPLINE IN THE BUSINESS,SH IY Z | G AA T | DH AH | B EH S T | T AA P | L AY N | IH N | DH AH | B IH Z N AH S,SH IY Z | G AA T | DH AH | B EH S T | ? | IH N | DH AH | B IH Z N AH S,True,False,,boundary_hallucination,"same letters, space differs (tgt_words=9 hyp_words=8)"
SO I DON'T KNOW,SO I DON'T KNOW,S OW | AY | D OW N T | N OW,S OW | AY | D OW N T | N OW,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THAT'S WHAT YOU SAID,THAT'S WHAT YOU SAID,DH AE T S | W AH T | Y UW | S EH D,DH AE T S | W AH T | Y UW | S EH D,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
IT'S JUST A NAME,IT'S JUST A NAME,IH T S | JH AH S T | AH | N EY M,IH T S | JH AH S T | AH | N EY M,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
I'VE BEEN WAXED,I'VE BEEN WACKED,AY V | B IH N | W AE K S T,AY V | B IH N | ?,True,False,,non_word_spelling,prediction has CMU OOV; phoneme-word counts equal (3)
TALK ABOUT SMART,TALK ABOUT SMART,T AO K | AH B AW T | S M AA R T,T AO K | AH B AW T | S M AA R T,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
MY LITTLE BOY IS,MY LITTLE BOY IS,M AY | L IH T AH L | B OY | IH Z,M AY | L IH T AH L | B OY | IH Z,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
I'M GETTING OLDER,I'M GETTING OLDER,AY M | G EH T IH NG | OW L D ER,AY M | G EH T IH NG | OW L D ER,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
I'LL BE POPPING IN EACH EVENING,I'LL BE POPPING IN EACH EVENING,AY L | B IY | P AA P IH NG | IH N | IY CH | IY V N IH NG,AY L | B IY | P AA P IH NG | IH N | IY CH | IY V N IH NG,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
BUT SHE'S NOT CONFUSED,BUT SHE'S NOT CONFUSED,B AH T | SH IY Z | N AA T | K AH N F Y UW Z D,B AH T | SH IY Z | N AA T | K AH N F Y UW Z D,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
YOU NEED TO BE STRONG UP HERE,YOU NEED TO BE STRONG UP HERE,Y UW | N IY D | T UW | B IY | S T R AO NG | AH P | HH IY R,Y UW | N IY D | T UW | B IY | S T R AO NG | AH P | HH IY R,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
MAKE SURE YOU NEVER GET DEPRESSED AGAIN,MAKE SURE YOU NEVER GET DEPRESSED AGAIN,M EY K | SH UH R | Y UW | N EH V ER | G EH T | D IH P R EH S T | AH G EH N,M EY K | SH UH R | Y UW | N EH V ER | G EH T | D IH P R EH S T | AH G EH N,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
WITH BILLY NOT BEING YOURS,WITH BILLY NOT BEING YOURS,W IH DH | B IH L IY | N AA T | B IY IH NG | Y UH R Z,W IH DH | B IH L IY | N AA T | B IY IH NG | Y UH R Z,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WHEN IT COMES TO DESIGNING FABULOUS COSTUMES,WHEN IT COMES TO DESIGNING FABULOUS COSTUMES,W EH N | IH T | K AH M Z | T UW | D IH Z AY N IH NG | F AE B Y AH L AH S | K AA S T UW M Z,W EH N | IH T | K AH M Z | T UW | D IH Z AY N IH NG | F AE B Y AH L AH S | K AA S T UW M Z,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
THEY ARE BATTLING TO BE CROWNED PRO CHALLENGE CHAMPION,THEY ARE BATTLING TO BE CROWNED PRO CHALLENGE CHAMPION,DH EY | AA R | B AE T AH L IH NG | T UW | B IY | K R AW N D | P R OW | CH AE L AH N JH | CH AE M P IY AH N,DH EY | AA R | B AE T AH L IH NG | T UW | B IY | K R AW N D | P R OW | CH AE L AH N JH | CH AE M P IY AH N,True,True,,homophone_substitution,phoneme overlap 9/9=1.00 (high)
THE PRIME MINISTER SLAPS HIM DOWN,THE PRIME MINISTER SLAPS HIM DOWN,DH AH | P R AY M | M IH N AH S T ER | S L AE P S | HH IH M | D AW N,DH AH | P R AY M | M IH N AH S T ER | S L AE P S | HH IH M | D AW N,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
HOW BIG IS THAT,HOW BIG IS THAT,HH AW | B IH G | IH Z | DH AE T,HH AW | B IH G | IH Z | DH AE T,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
SEPARATED FROM THAT,SEPARATED FROM THAT,S EH P ER EY T AH D | F R AH M | DH AE T,S EH P ER EY T AH D | F R AH M | DH AE T,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
COMING IN ON THE OTHER SIDE,COMING IN ON THE OTHER SIDE,K AH M IH NG | IH N | AA N | DH AH | AH DH ER | S AY D,K AH M IH NG | IH N | AA N | DH AH | AH DH ER | S AY D,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
WHAT DID YOU PUT IN THE MULLED WINE,WHAT DID YOU PUT IN THE MULLED WINE,W AH T | D IH D | Y UW | P UH T | IH N | DH AH | M AH L D | W AY N,W AH T | D IH D | Y UW | P UH T | IH N | DH AH | M AH L D | W AY N,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
IT'S A TERRIBLE IDEA,IT'S A TERRIBLE IDEA,IH T S | AH | T EH R AH B AH L | AY D IY AH,IH T S | AH | T EH R AH B AH L | AY D IY AH,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
YOU'VE REALLY MADE MY DAY,YOU'VE REALLY MADE MY DAY,Y UW V | R IH L IY | M EY D | M AY | D EY,Y UW V | R IH L IY | M EY D | M AY | D EY,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
MEN WANT TO BE HIM,MEN WANT TO BE HIM,M EH N | W AA N T | T UW | B IY | HH IH M,M EH N | W AA N T | T UW | B IY | HH IH M,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
HE ABSOLUTELY INSISTED ON WRITING HIS OWN INTRO,HE ABSOLUTELY INSISTED ON WRITING HIS OWN INTRO,HH IY | AE B S AH L UW T L IY | IH N S IH S T AH D | AA N | R AY T IH NG | HH IH Z | OW N | IH N T R OW,HH IY | AE B S AH L UW T L IY | IH N S IH S T AH D | AA N | R AY T IH NG | HH IH Z | OW N | IH N T R OW,False,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
WITH FAMILY AND FRIENDS,WITH FAMILY AND FRIENDS,W IH DH | F AE M AH L IY | AH N D | F R EH N D Z,W IH DH | F AE M AH L IY | AH N D | F R EH N D Z,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
IT'S ALL ABOUT THE STRICTLY PRO CHALLENGE,IT'S ALL ABOUT THE STRICTLY PROCHALLENGE,IH T S | AO L | AH B AW T | DH AH | S T R IH K T L IY | P R OW | CH AE L AH N JH,IH T S | AO L | AH B AW T | DH AH | S T R IH K T L IY | ?,False,False,boundary hallucination: PRO CHALLENGE merged to PROCHALLENGE,boundary_hallucination,"same letters, space differs (tgt_words=7 hyp_words=6)"
THE SIX HIGHEST SCORING RUNNERS UP WILL QUALIFY,THE SIX HIGHEST SCORING RUNNERS UP WILL QUALIFY,DH AH | S IH K S | HH AY AH S T | S K AO R IH NG | R AH N ER Z | AH P | W IH L | K W AA L AH F AY,DH AH | S IH K S | HH AY AH S T | S K AO R IH NG | R AH N ER Z | AH P | W IH L | K W AA L AH F AY,False,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
JUST BEFORE CHRISTMAS,JUST BEFORE CHRISTMAS,JH AH S T | B IH F AO R | K R IH S M AH S,JH AH S T | B IH F AO R | K R IH S M AH S,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
I THINK SHE'S COMPLETELY BONKERS,I THINK SHE'S COMPLETELY BONKERS,AY | TH IH NG K | SH IY Z | K AH M P L IY T L IY | B AA NG K ER Z,AY | TH IH NG K | SH IY Z | K AH M P L IY T L IY | B AA NG K ER Z,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
YOU ARE DYNAMIC,YOU ARE DYNAMIC,Y UW | AA R | D AY N AE M IH K,Y UW | AA R | D AY N AE M IH K,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
IT'S ACTUALLY A SALSA,IT'S ACTUALLY A SALSA,IH T S | AE K CH AH W AH L IY | AH | S AO L S AH,IH T S | AE K CH AH W AH L IY | AH | S AO L S AH,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THE GARDEN OF ENGLAND,THE GARDEN OF ENGLAND,DH AH | G AA R D AH N | AH V | IH NG G L AH N D,DH AH | G AA R D AH N | AH V | IH NG G L AH N D,False,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
YOU CAN GET A BETTER STRUCTURE,YOU CAN GET A BETTER STRUCTURE,Y UW | K AE N | G EH T | AH | B EH T ER | S T R AH K CH ER,Y UW | K AE N | G EH T | AH | B EH T ER | S T R AH K CH ER,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
EVERY YEAR SINCE CHRISTMAS BEGAN,EVERY YEAR SINCE CHRISTMAS BEGAN,EH V ER IY | Y IH R | S IH N S | K R IH S M AH S | B IH G AE N,EH V ER IY | Y IH R | S IH N S | K R IH S M AH S | B IH G AE N,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WAY BACK IN THE EARLY,WAY BACK IN THE EARLY,W EY | B AE K | IH N | DH AH | ER L IY,W EY | B AE K | IH N | DH AH | ER L IY,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
I ACTUALLY WANTED TO BE A HORSE,I ACTUALLY WANTED TO BE A HORSE,AY | AE K CH AH W AH L IY | W AA N T AH D | T UW | B IY | AH | HH AO R S,AY | AE K CH AH W AH L IY | W AA N T AH D | T UW | B IY | AH | HH AO R S,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
USUALLY A BICYCLE,USUALLY A BICYCLE,Y UW ZH AH W AH L IY | AH | B AY S IH K AH L,Y UW ZH AH W AH L IY | AH | B AY S IH K AH L,False,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
THROUGH THE ACCESSIBILITY TO THOSE CHILDREN,THROUGH THE ACCESSIBILITY TO THOSE CHILDREN,TH R UW | DH AH | AE K S EH S AH B IH L IH T IY | T UW | DH OW Z | CH IH L D R AH N,TH R UW | DH AH | AE K S EH S AH B IH L IH T IY | T UW | DH OW Z | CH IH L D R AH N,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
LIKE MOST OTHER FORMS OF MODERN WARFARE,LIKE MOST OTHER FORMS OF MODERN WARFARE,L AY K | M OW S T | AH DH ER | F AO R M Z | AH V | M AA D ER N | W AO R F EH R,L AY K | M OW S T | AH DH ER | F AO R M Z | AH V | M AA D ER N | W AO R F EH R,False,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
YOU DO LOVE YOUR DOLL,YOU DO LOVE YOUR DOLL,Y UW | D UW | L AH V | Y AO R | D AA L,Y UW | D UW | L AH V | Y AO R | D AA L,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THEY WERE INNOCENT AND CHARMING,THEY WERE INNOCENT AND CHARMING,DH EY | W ER | IH N AH S AH N T | AH N D | CH AA R M IH NG,DH EY | W ER | IH N AH S AH N T | AH N D | CH AA R M IH NG,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
YOU WANT TO LOOK,YOU WANT TO LOOK,Y UW | W AA N T | T UW | L UH K,Y UW | W AA N T | T UW | L UH K,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
OR IS IT THAT YOU ENJOY THOSE TOYS AND IT MAKES YOU INTO A DIFFERENT PERSON,OR IS IT THAT YOU ENJOY THOSE TOYS AND IT MAKES YOU INTO A DIFFERENT PERSON,AO R | IH Z | IH T | DH AE T | Y UW | EH N JH OY | DH OW Z | T OY Z | AH N D | IH T | M EY K S | Y UW | IH N T UW | AH | D IH F ER AH N T | P ER S AH N,AO R | IH Z | IH T | DH AE T | Y UW | EH N JH OY | DH OW Z | T OY Z | AH N D | IH T | M EY K S | Y UW | IH N T UW | AH | D IH F ER AH N T | P ER S AH N,True,True,,homophone_substitution,phoneme overlap 14/14=1.00 (high)
SPACE WAS STILL THE FINAL FRONTIER,SPACE WAS STILL THE FINAL FRONTIER,S P EY S | W AA Z | S T IH L | DH AH | F AY N AH L | F R AH N T IH R,S P EY S | W AA Z | S T IH L | DH AH | F AY N AH L | F R AH N T IH R,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
IT LOOKS REALLY LIKE IT IS,IT LOOKS REALLY LIKE IT IS,IH T | L UH K S | R IH L IY | L AY K | IH T | IH Z,IH T | L UH K S | R IH L IY | L AY K | IH T | IH Z,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WHEN I GET HOME,WHEN I GET HOME,W EH N | AY | G EH T | HH OW M,W EH N | AY | G EH T | HH OW M,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THE BALL SHAPED ONE,THE BALL SHAPED ONE,DH AH | B AO L | SH EY P T | W AH N,DH AH | B AO L | SH EY P T | W AH N,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
YOU SEE THAT PRESENT,YOU SEE THAT PRESENT,Y UW | S IY | DH AE T | P R EH Z AH N T,Y UW | S IY | DH AE T | P R EH Z AH N T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
SO WHAT HE DID TO GET ROUND THAT,SO WHAT HE DID TO GET ROUND THAT,S OW | W AH T | HH IY | D IH D | T UW | G EH T | R AW N D | DH AE T,S OW | W AH T | HH IY | D IH D | T UW | G EH T | R AW N D | DH AE T,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
BUT IN THOSE DAYS,BUT IN THOSE DAYS,B AH T | IH N | DH OW Z | D EY Z,B AH T | IH N | DH OW Z | D EY Z,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
IT BECOMES A FIRE ENGINE,IT BECOMES A FIRE ENGINE,IH T | B IH K AH M Z | AH | F AY ER | EH N JH AH N,IH T | B IH K AH M Z | AH | F AY ER | EH N JH AH N,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
FOUR LITTLE TURTLES NAMED AFTER ITALIAN RENAISSANCE ARTISTS,FOUR LITTLE TURTLES NAMED AFTER ITALIAN RENAISSANCE ARTISTS,F AO R | L IH T AH L | T ER T AH L Z | N EY M D | AE F T ER | IH T AE L Y AH N | R EH N AH S AA N S | AA R T AH S T S,F AO R | L IH T AH L | T ER T AH L Z | N EY M D | AE F T ER | IH T AE L Y AH N | R EH N AH S AA N S | AA R T AH S T S,True,True,,homophone_substitution,phoneme overlap 8/8=1.00 (high)
SOME BURN BRIGHTLY FOR A YEAR OR TWO,SUMMER BRIGHTLY FOR A YEAR OR TWO,S AH M | B ER N | B R AY T L IY | F AO R | AH | Y IH R | AO R | T UW,S AH M ER | B R AY T L IY | F AO R | AH | Y IH R | AO R | T UW,True,False,,homophone_substitution,phoneme overlap 6/8=0.75 (high)
IF YOU DIDN'T HAVE ONE,IF YOU DIDN'T HAVE ONE,IH F | Y UW | D IH D AH N T | HH AE V | W AH N,IH F | Y UW | D IH D AH N T | HH AE V | W AH N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
WHAT WAS ALL THAT ABOUT,WHAT WAS ALL THAT ABOUT,W AH T | W AA Z | AO L | DH AE T | AH B AW T,W AH T | W AA Z | AO L | DH AE T | AH B AW T,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
ALREADY IN THE STATES,ALREADY IN THE STATES,AO L R EH D IY | IH N | DH AH | S T EY T S,AO L R EH D IY | IH N | DH AH | S T EY T S,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THE RIGHT PLACE,THE RIGHT PLACE,DH AH | R AY T | P L EY S,DH AH | R AY T | P L EY S,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
NOTHING WRONG WITH THAT IDEA IN PRINCIPLE,NOTHING WRONG WITH THAT IDEA IN PRINCIPLE,N AH TH IH NG | R AO NG | W IH DH | DH AE T | AY D IY AH | IH N | P R IH N S AH P AH L,N AH TH IH NG | R AO NG | W IH DH | DH AE T | AY D IY AH | IH N | P R IH N S AH P AH L,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
SAUSAGES IN BACON,SAUSAGES IN BACON,S AO S IH JH IH Z | IH N | B EY K AH N,S AO S IH JH IH Z | IH N | B EY K AH N,True,True,,homophone_substitution,phoneme overlap 3/3=1.00 (high)
CHRISTMAS PUDDING THAT NOBODY REALLY LIKES,CHRISTMAS PUDDING THAT NOBODY REALLY LIKES,K R IH S M AH S | P UH D IH NG | DH AE T | N OW B AA D IY | R IH L IY | L AY K S,K R IH S M AH S | P UH D IH NG | DH AE T | N OW B AA D IY | R IH L IY | L AY K S,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
STICK SOME JAMES BOND ON,STICK SOME JAMES BOND ON,S T IH K | S AH M | JH EY M Z | B AA N D | AA N,S T IH K | S AH M | JH EY M Z | B AA N D | AA N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
THAT SOMEONE WAS GOING TO GET,THAT SOMEONE WAS GOING TO GET,DH AE T | S AH M W AH N | W AA Z | G OW IH NG | T UW | G EH T,DH AE T | S AH M W AH N | W AA Z | G OW IH NG | T UW | G EH T,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
YOU CAN'T REALLY SAY,YOU CAN'T REALLY SAY,Y UW | K AE N T | R IH L IY | S EY,Y UW | K AE N T | R IH L IY | S EY,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
NOT IN FRONT OF THE WHOLE FAMILY,NOT IN FRONT OF THE WHOLE FAMILY,N AA T | IH N | F R AH N T | AH V | DH AH | HH OW L | F AE M AH L IY,N AA T | IH N | F R AH N T | AH V | DH AH | HH OW L | F AE M AH L IY,True,True,,homophone_substitution,phoneme overlap 7/7=1.00 (high)
YOU UNFOLD THE BOARD,YOU UNFOLD THE BOARD,Y UW | AH N F OW L D | DH AH | B AO R D,Y UW | AH N F OW L D | DH AH | B AO R D,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
IN VICTORIAN BRITAIN,INVICTORIAN BRITAIN,IH N | V IH K T AO R IY AH N | B R IH T AH N,? | B R IH T AH N,True,False,,boundary_hallucination,"same letters, space differs (tgt_words=3 hyp_words=2)"
ON THE ORDERS OF QUEEN VICTORIA,ON THE ORDERS OF QUEEN VICTORIA,AA N | DH AH | AO R D ER Z | AH V | K W IY N | V IH K T AO R IY AH,AA N | DH AH | AO R D ER Z | AH V | K W IY N | V IH K T AO R IY AH,False,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
I THINK HE'S PERFECT,I THINK HE'S PERFECT,AY | TH IH NG K | HH IY Z | P ER F EH K T,AY | TH IH NG K | HH IY Z | P ER F EH K T,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
WHEN IT COMES TO TOYS,WHEN IT COMES TO TOYS,W EH N | IH T | K AH M Z | T UW | T OY Z,W EH N | IH T | K AH M Z | T UW | T OY Z,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
MAYBE NOT URANIUM,MAYBE NOT URIANIA,M EY B IY | N AA T | Y ER EY N IY AH M,M EY B IY | N AA T | ?,True,False,,non_word_spelling,prediction has CMU OOV; phoneme-word counts equal (3)
BUT I LIKE TO SEE IT,BUT I LIKE TO SEE IT,B AH T | AY | L AY K | T UW | S IY | IH T,B AH T | AY | L AY K | T UW | S IY | IH T,True,True,,homophone_substitution,phoneme overlap 6/6=1.00 (high)
WE LIKE TO REMINISCE,WE LIKE TO REMINISCE,W IY | L AY K | T UW | R EH M AH N IH S,W IY | L AY K | T UW | R EH M AH N IH S,True,True,,homophone_substitution,phoneme overlap 4/4=1.00 (high)
THIS REALLY MAKES US THINK,THIS REALLY MAKES US THINK,DH IH S | R IH L IY | M EY K S | AH S | TH IH NG K,DH IH S | R IH L IY | M EY K S | AH S | TH IH NG K,False,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
MAYBE THERE'S AN EXTENSIVE PATTERN,MAYBE THERE'S AN EXTENSIVE PATTERN,M EY B IY | DH EH R Z | AE N | IH K S T EH N S IH V | P AE T ER N,M EY B IY | DH EH R Z | AE N | IH K S T EH N S IH V | P AE T ER N,True,True,,homophone_substitution,phoneme overlap 5/5=1.00 (high)
